0.005326	0.402
0.004428	0.436
0.011429	0.436
0.004428	0.436
0.004428	0.436
0.011429	0.436
0.004428	0.436
0.012678	0.526
0.011429	0.436
0.004428	0.436
0.005045	0.459
0.004428	0.436
0.004428	0.436
0.004428	0.436
0.004428	0.436
0.004428	0.436
0.005045	0.459
0.004428	0.436
0.004428	0.436
0.004428	0.436
0.004428	0.436
0.005045	0.459
0.011429	0.436
0.004428	0.436
0.010562	0.234
0.005386	0.404
0.004428	0.436
0.004428	0.436
0.005326	0.402
0.004428	0.436
0.004428	0.436
0.005045	0.459
0.01066	0.526
0.004428	0.436
0.004428	0.436
0.005045	0.459
0.013033	0.423
0.004428	0.436
0.004428	0.436
0.004428	0.436
0.005386	0.404
0.005045	0.459
0.004428	0.436
0.011429	0.436
0.005045	0.459
0.011429	0.436
0.004428	0.436
0.005326	0.402
0.004428	0.436
0.005045	0.459
0.011611	0.459
0.004428	0.436
0.005326	0.402
0.011429	0.436
0.004428	0.436
0.004428	0.436
0.005326	0.402
0.005045	0.459
0.004428	0.436
0.011611	0.459
0.011429	0.436
0.013033	0.423
0.005326	0.402
0.004428	0.436
0.005045	0.459
0.004428	0.436
0.005045	0.459
0.005045	0.459
0.004428	0.436
0.012766	0.459
0.011429	0.436
0.01066	0.526
0.011429	0.436
0.004428	0.436
0.005326	0.402
0.004428	0.436
0.004428	0.436
0.005045	0.459
0.005045	0.459
0.011611	0.459
0.011429	0.436
0.004428	0.436
0.011611	0.459
0.004428	0.436
0.004428	0.436
0.011429	0.436
0.005045	0.459
0.005045	0.459
0.005045	0.459
0.005045	0.459
0.005326	0.402
0.011429	0.436
0.011429	0.436
0.004428	0.436
0.012146	0.436
0.004428	0.436
0.005045	0.459
0.005326	0.402
0.004428	0.436
0.011611	0.459
