0,1.0000000000
1,0.8541662602
2,0.6545039638
3,0.5554665211
4,0.4837159780
5,0.4126376507
6,0.3883237682
7,0.3689681806
8,0.3561564271
9,0.3357298915
10,0.3250467745
11,0.3137632459
12,0.3043012631
13,0.2963415916
14,0.2906650946
15,0.2809458693
16,0.2750322185
17,0.2659565418
18,0.2598785716
19,0.2516861201
20,0.2458793244
21,0.2386181028
22,0.2334683763
23,0.2305137944
24,0.2267418024
25,0.2232833709
26,0.2180568912
27,0.2142535720
28,0.2102697446
29,0.2074060989
30,0.2046125327
31,0.2017175297
32,0.1978574003
33,0.1951284840
34,0.1885421211
35,0.1845438608
36,0.1806242713
37,0.1774981543
38,0.1749398759
39,0.1728763812
40,0.1711991582
41,0.1672674297
42,0.1642619095
43,0.1602899931
44,0.1578133942
45,0.1543148652
46,0.1515380663
47,0.1487323783
48,0.1464165724
49,0.1443758581
50,0.1414648465
51,0.1394895862
52,0.1373064716
53,0.1354417068
54,0.1333946583
55,0.1317983045
56,0.1297419922
57,0.1275395374
58,0.1255044221
59,0.1236087588
60,0.1222248942
61,0.1204259946
62,0.1185644148
63,0.1155992328
64,0.1136721249
65,0.1119867017
66,0.1096565388
67,0.1081225829
68,0.1067704494
69,0.1051453582
70,0.1034698875
71,0.1016186864
72,0.1001522272
73,0.0984570949
74,0.0969366701
75,0.0948285132
76,0.0931307730
77,0.0919532595
78,0.0906772855
79,0.0890632501
80,0.0879426317
81,0.0869210823
82,0.0856597911
83,0.0839160550
84,0.0827349977
85,0.0812395786
86,0.0803073518
87,0.0789910822
88,0.0778428975
89,0.0765281436
90,0.0756198059
91,0.0745340452
92,0.0733496187
93,0.0724207926
94,0.0715485268
95,0.0707660228
96,0.0697603331
97,0.0689983583
98,0.0679050819
99,0.0669306651
100,0.0659617193
101,0.0651173583
102,0.0641927254
103,0.0628799631
104,0.0619915903
105,0.0612568560
106,0.0602777014
107,0.0594849311
108,0.0585538479
109,0.0578202488
110,0.0568424103
111,0.0561861324
112,0.0556391088
113,0.0549347105
114,0.0542183558
115,0.0536221832
116,0.0529639676
117,0.0524611579
118,0.0518084044
119,0.0510979433
120,0.0504178116
121,0.0497229672
122,0.0492022221
123,0.0486021714
124,0.0477456057
125,0.0471578026
126,0.0466315694
127,0.0462352227
128,0.0455753126
129,0.0450069689
130,0.0442793873
131,0.0435253045
132,0.0429182119
133,0.0424790549
134,0.0420605720
135,0.0415199513
136,0.0410204766
137,0.0403712547
138,0.0396994636
139,0.0391165153
140,0.0386061920
141,0.0381669879
142,0.0376738661
143,0.0372194743
144,0.0368833874
145,0.0364462669
146,0.0358984514
147,0.0352324603
148,0.0346984190
149,0.0343172663
150,0.0338201304
151,0.0333013132
152,0.0328934806
153,0.0324703295
154,0.0321155982
155,0.0316186695
156,0.0313038239
157,0.0308444243
158,0.0304892208
159,0.0301007330
160,0.0296441685
161,0.0291808502
162,0.0288518540
163,0.0284982224
164,0.0281687649
165,0.0277143903
166,0.0272735043
167,0.0269613669
168,0.0266857668
169,0.0263234377
170,0.0259746545
171,0.0257040438
172,0.0254033298
173,0.0250967965
174,0.0247851282
175,0.0243939055
176,0.0241026680
177,0.0238250987
178,0.0234620160
179,0.0231282427
180,0.0228757076
181,0.0226862249
182,0.0224310863
183,0.0222368645
184,0.0220308781
185,0.0216950386
186,0.0214561970
187,0.0212749519
188,0.0211106967
189,0.0207611651
190,0.0205166423
191,0.0202534092
192,0.0200159140
193,0.0197229822
194,0.0194188436
195,0.0191821092
196,0.0189166035
197,0.0187243093
198,0.0185421784
199,0.0182267317
200,0.0180065109
201,0.0177388266
202,0.0175228745
203,0.0172844169
204,0.0170365246
205,0.0168579999
206,0.0166679998
207,0.0164656075
208,0.0163160586
209,0.0161466644
210,0.0159059157
211,0.0156653482
212,0.0155056344
213,0.0153176063
214,0.0151143110
215,0.0149056413
216,0.0147092222
217,0.0145110108
218,0.0143668503
219,0.0141726748
220,0.0140051116
221,0.0138808113
222,0.0137396008
223,0.0135359162
224,0.0133481730
225,0.0132218533
226,0.0130636569
227,0.0128822296
228,0.0127127567
229,0.0125417659
230,0.0123799900
231,0.0122615337
232,0.0120919687
233,0.0119503936
234,0.0118452219
235,0.0117166328
236,0.0115418886
237,0.0113891381
238,0.0112826728
239,0.0111480303
240,0.0109978727
241,0.0108611749
242,0.0107121556
243,0.0105785596
244,0.0104802371
245,0.0103306839
246,0.0102096466
247,0.0101197410
248,0.0100068890
249,0.0098565263
250,0.0097302900
251,0.0096435806
252,0.0095278280
253,0.0094038470
254,0.0092897200
255,0.0091608484
256,0.0090482776
257,0.0089652456
258,0.0088354480
259,0.0087314163
260,0.0086541978
261,0.0085574342
262,0.0084274348
263,0.0083208503
264,0.0082313650
265,0.0081430303
266,0.0080300087
267,0.0079376031
268,0.0078616402
269,0.0077794766
270,0.0076966935
271,0.0076297395
272,0.0075358000
273,0.0074674059
274,0.0074050537
275,0.0073040942
276,0.0072026852
277,0.0071034325
278,0.0070295567
279,0.0069671434
280,0.0068854317
281,0.0067900203
282,0.0067080323
283,0.0066375711
284,0.0065844164
285,0.0065019373
286,0.0063859183
287,0.0062914488
288,0.0061992269
289,0.0061329771
290,0.0060531681
291,0.0059920328
292,0.0059212497
293,0.0058651794
294,0.0057877146
295,0.0057288894
296,0.0056412789
297,0.0055782744
298,0.0055284887
299,0.0054651241
