001,0.240000,0.290000
002,0.250000,0.262000
003,0.110000,0.182000
004,0.120000,0.185000
005,0.080000,0.161000
006,0.110000,0.182000
007,0.060000,0.134000
008,0.080000,0.161000
009,0.060000,0.134000
010,0.060000,0.134000
011,0.050000,0.120000
012,0.060000,0.134000
013,0.050000,0.120000
014,0.060000,0.134000
015,0.050000,0.123000
016,0.060000,0.137000
017,0.030000,0.111000
018,0.060000,0.139000
019,0.030000,0.103000
020,0.050000,0.115000
021,0.030000,0.103000
022,0.030000,0.103000
023,0.030000,0.103000
024,0.030000,0.103000
025,0.030000,0.103000
026,0.040000,0.119000
027,0.030000,0.103000
028,0.040000,0.115000
029,0.030000,0.111000
030,0.030000,0.111000
031,0.030000,0.111000
032,0.030000,0.103000
033,0.030000,0.111000
034,0.030000,0.103000
035,0.030000,0.118000
036,0.030000,0.110000
037,0.030000,0.111000
038,0.030000,0.111000
039,0.030000,0.111000
040,0.030000,0.119000
041,0.030000,0.110000
042,0.030000,0.111000
043,0.030000,0.118000
044,0.030000,0.103000
045,0.030000,0.118000
046,0.030000,0.103000
047,0.030000,0.118000
048,0.030000,0.103000
049,0.030000,0.118000
050,0.030000,0.103000
051,0.030000,0.118000
052,0.030000,0.103000
053,0.020000,0.129000
054,0.030000,0.111000
055,0.020000,0.121000
056,0.020000,0.111000
057,0.020000,0.121000
058,0.010000,0.112000
059,0.020000,0.121000
060,0.010000,0.112000
061,0.020000,0.121000
062,0.020000,0.104000
063,0.010000,0.129000
064,0.010000,0.128000
065,0.010000,0.121000
066,0.000000,0.122000
067,0.000000,0.121000
068,0.000000,0.128000
069,0.000000,0.121000
070,0.000000,0.128000
071,0.000000,0.112000
072,0.000000,0.126000
073,0.000000,0.118000
074,0.010000,0.118000
075,0.000000,0.112000
076,0.000000,0.117000
077,0.000000,0.116000
078,0.000000,0.122000
079,0.000000,0.116000
080,0.000000,0.117000
081,0.000000,0.116000
082,0.000000,0.117000
083,0.000000,0.122000
084,0.000000,0.123000
085,0.000000,0.117000
086,0.000000,0.122000
087,0.000000,0.117000
088,0.000000,0.115000
089,0.000000,0.121000
090,0.000000,0.115000
091,0.000000,0.121000
092,0.000000,0.115000
093,0.000000,0.125000
094,0.000000,0.115000
095,0.000000,0.125000
096,0.000000,0.115000
097,0.000000,0.119000
098,0.000000,0.121000
099,0.000000,0.119000
100,0.000000,0.121000
101,0.000000,0.119000
102,0.000000,0.121000
103,0.000000,0.125000
104,0.000000,0.121000
105,0.000000,0.125000
106,0.000000,0.121000
107,0.000000,0.125000
108,0.000000,0.121000
109,0.000000,0.126000
110,0.000000,0.121000
111,0.000000,0.125000
112,0.000000,0.125000
113,0.000000,0.125000
114,0.000000,0.125000
115,0.000000,0.125000
116,0.000000,0.125000
117,0.000000,0.122000
118,0.000000,0.126000
119,0.000000,0.119000
120,0.000000,0.119000
121,0.000000,0.128000
122,0.000000,0.118000
123,0.000000,0.124000
124,0.000000,0.121000
125,0.000000,0.123000
126,0.000000,0.121000
127,0.000000,0.123000
128,0.000000,0.122000
129,0.000000,0.124000
130,0.000000,0.123000
131,0.000000,0.121000
132,0.000000,0.122000
133,0.000000,0.121000
134,0.000000,0.122000
135,0.000000,0.123000
136,0.000000,0.126000
137,0.000000,0.123000
138,0.000000,0.126000
139,0.000000,0.123000
140,0.000000,0.132000
141,0.000000,0.123000
142,0.000000,0.120000
143,0.000000,0.123000
144,0.000000,0.121000
145,0.000000,0.123000
146,0.000000,0.122000
147,0.000000,0.123000
148,0.000000,0.126000
149,0.000000,0.126000
150,0.000000,0.126000
151,0.000000,0.126000
152,0.000000,0.126000
153,0.000000,0.126000
154,0.000000,0.124000
155,0.000000,0.123000
156,0.000000,0.124000
157,0.000000,0.123000
158,0.000000,0.124000
159,0.000000,0.123000
160,0.000000,0.124000
161,0.000000,0.126000
162,0.000000,0.124000
163,0.000000,0.126000
164,0.000000,0.126000
165,0.000000,0.126000
166,0.000000,0.126000
167,0.000000,0.126000
168,0.000000,0.124000
169,0.000000,0.126000
170,0.000000,0.126000
171,0.000000,0.126000
172,0.000000,0.125000
173,0.000000,0.126000
174,0.000000,0.125000
175,0.000000,0.126000
176,0.000000,0.126000
177,0.000000,0.126000
178,0.000000,0.122000
179,0.000000,0.126000
180,0.000000,0.123000
181,0.000000,0.125000
182,0.000000,0.122000
183,0.000000,0.121000
184,0.000000,0.121000
185,0.000000,0.125000
186,0.000000,0.124000
187,0.000000,0.124000
188,0.000000,0.124000
189,0.000000,0.126000
190,0.000000,0.128000
191,0.000000,0.126000
192,0.000000,0.128000
193,0.000000,0.126000
194,0.000000,0.128000
195,0.000000,0.123000
196,0.000000,0.128000
197,0.000000,0.126000
198,0.000000,0.126000
199,0.000000,0.128000
200,0.000000,0.126000
201,0.000000,0.128000
202,0.000000,0.126000
203,0.000000,0.128000
204,0.000000,0.126000
205,0.000000,0.128000
206,0.000000,0.126000
207,0.000000,0.128000
208,0.000000,0.126000
209,0.000000,0.125000
210,0.000000,0.126000
211,0.000000,0.125000
212,0.000000,0.126000
213,0.000000,0.125000
214,0.000000,0.128000
215,0.000000,0.125000
216,0.000000,0.128000
217,0.000000,0.125000
218,0.000000,0.128000
219,0.000000,0.125000
220,0.000000,0.128000
221,0.000000,0.125000
222,0.000000,0.127000
223,0.000000,0.125000
224,0.000000,0.127000
225,0.000000,0.125000
226,0.000000,0.127000
227,0.000000,0.127000
228,0.000000,0.127000
229,0.000000,0.127000
230,0.000000,0.127000
231,0.000000,0.127000
232,0.000000,0.125000
233,0.000000,0.127000
234,0.000000,0.125000
235,0.000000,0.127000
236,0.000000,0.125000
237,0.000000,0.127000
238,0.000000,0.125000
239,0.000000,0.136000
240,0.000000,0.125000
241,0.000000,0.136000
242,0.000000,0.125000
243,0.000000,0.136000
244,0.000000,0.125000
245,0.000000,0.125000
246,0.000000,0.125000
247,0.000000,0.125000
248,0.000000,0.125000
249,0.000000,0.134000
250,0.000000,0.125000
251,0.000000,0.134000
252,0.000000,0.136000
253,0.000000,0.134000
254,0.000000,0.134000
255,0.000000,0.134000
256,0.000000,0.134000
257,0.000000,0.134000
258,0.000000,0.125000
259,0.000000,0.134000
260,0.000000,0.125000
261,0.000000,0.134000
262,0.000000,0.134000
263,0.000000,0.134000
264,0.000000,0.134000
265,0.000000,0.134000
266,0.000000,0.135000
267,0.000000,0.135000
268,0.000000,0.126000
269,0.000000,0.126000
270,0.000000,0.126000
271,0.000000,0.126000
272,0.000000,0.127000
273,0.000000,0.126000
274,0.000000,0.126000
275,0.000000,0.126000
276,0.000000,0.126000
277,0.000000,0.126000
278,0.000000,0.126000
279,0.000000,0.127000
280,0.000000,0.127000
281,0.000000,0.127000
282,0.000000,0.126000
283,0.000000,0.127000
284,0.000000,0.126000
285,0.000000,0.127000
286,0.000000,0.126000
287,0.000000,0.127000
288,0.000000,0.127000
289,0.000000,0.127000
290,0.000000,0.127000
291,0.000000,0.127000
292,0.000000,0.127000
293,0.000000,0.127000
294,0.000000,0.127000
295,0.000000,0.127000
296,0.000000,0.127000
297,0.000000,0.127000
298,0.000000,0.127000
299,0.000000,0.127000
